CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100),City,Age_Group,Annual_Income_Group,Spending_Score_Group,Category_Group,Age_Segment
1066,Male,37,48,61.0,Philadelphia,"(35, 45]","(33, 54]","(51, 68]",Target,Young Adults
1067,Female,32,48,31.0,San Antonio,"(25, 35]","(33, 54]","(17, 34]",General,Young Adults
1068,Female,46,48,87.0,San Diego,"(45, 55]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
1069,Male,29,48,4.0,Washington,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
1070,Female,41,48,73.0,Los Angeles,"(35, 45]","(33, 54]","(68, 85]",Spendthrift,Middle-Aged Adults
1071,Male,30,49,4.0,Chicago,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
1072,Female,54,49,92.0,Houston,"(45, 55]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
1073,Female,28,50,14.0,Phoenix,"(25, 35]","(33, 54]","(0, 17]",Miser,Young Adults
1074,Female,41,50,81.0,Philadelphia,"(35, 45]","(33, 54]","(68, 85]",Centroid,Middle-Aged Adults
1075,Male,36,54,17.0,San Antonio,"(35, 45]","(33, 54]","(0, 17]",Miser,Young Adults
1076,Male,34,54,73.0,San Diego,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
1077,Female,32,54,26.0,Washington,"(25, 35]","(33, 54]","(17, 34]",General,Young Adults
1078,Male,33,54,75.0,Los Angeles,"(25, 35]","(33, 54]","(68, 85]",Spendthrift,Young Adults
1079,Female,38,54,35.0,Chicago,"(35, 45]","(33, 54]","(34, 51]",Careful,Young Adults
1080,Female,47,54,92.0,Houston,"(45, 55]","(33, 54]","(85, 102]",Centroid,Middle-Aged Adults
1081,Male,35,54,36.0,Phoenix,"(25, 35]","(33, 54]","(34, 51]",Careful,Young Adults
1082,Male,45,54,61.0,Philadelphia,"(35, 45]","(33, 54]","(51, 68]",Target,Middle-Aged Adults
1083,Male,32,54,28.0,San Antonio,"(25, 35]","(33, 54]","(17, 34]",General,Young Adults
1084,Female,32,54,65.0,San Diego,"(25, 35]","(33, 54]","(51, 68]",Spendthrift,Young Adults
1085,Female,30,54,55.0,Washington,"(25, 35]","(33, 54]","(51, 68]",Target,Young Adults
1086,Male,20,54,47.0,New York,"(15, 25]","(33, 54]","(34, 51]",Careful,Young Adults
1087,Female,21,57,42.0,Seattle,"(15, 25]","(54, 75]","(34, 51]",Careful,Young Adults
1088,Female,22,57,42.0,Los Angeles,"(15, 25]","(54, 75]","(34, 51]",Careful,Young Adults
1089,Female,23,58,52.0,Chicago,"(15, 25]","(54, 75]","(51, 68]",Target,Young Adults
1090,Female,24,58,60.0,Houston,"(15, 25]","(54, 75]","(51, 68]",Target,Young Adults
1091,Female,25,59,54.0,Phoenix,"(15, 25]","(54, 75]","(51, 68]",Target,Young Adults
1092,Male,26,59,60.0,Philadelphia,"(25, 35]","(54, 75]","(51, 68]",Target,Young Adults
1093,Male,27,60,45.0,San Antonio,"(25, 35]","(54, 75]","(34, 51]",Careful,Young Adults
1094,Female,28,60,41.0,San Diego,"(25, 35]","(54, 75]","(34, 51]",Careful,Young Adults
1095,Female,29,60,50.0,New York,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
1096,Male,30,60,46.0,Seattle,"(25, 35]","(54, 75]","(34, 51]",Careful,Young Adults
1097,Female,31,60,51.0,Los Angeles,"(25, 35]","(54, 75]","(34, 51]",Target,Young Adults
1098,Female,32,60,46.0,Chicago,"(25, 35]","(54, 75]","(34, 51]",Careful,Young Adults
1099,Male,33,61,56.0,Houston,"(25, 35]","(54, 75]","(51, 68]",Target,Young Adults
1100,Male,34,61,55.0,Phoenix,"(25, 35]","(54, 75]","(51, 68]",Target,Young Adults
1101,Female,35,62,52.0,Philadelphia,"(25, 35]","(54, 75]","(51, 68]",Target,Young Adults
1102,Female,36,62,59.0,San Antonio,"(35, 45]","(54, 75]","(51, 68]",Target,Young Adults
1103,Male,37,62,51.0,San Diego,"(35, 45]","(54, 75]","(34, 51]",Target,Young Adults
1104,Male,38,62,59.0,Washington,"(35, 45]","(54, 75]","(51, 68]",Target,Young Adults
1105,Male,39,62,50.0,Los Angeles,"(35, 45]","(54, 75]","(34, 51]",Target,Young Adults
1106,Female,40,62,48.0,Chicago,"(35, 45]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
1107,Female,41,63,59.0,Houston,"(35, 45]","(54, 75]","(51, 68]",Target,Middle-Aged Adults
1108,Male,42,63,47.0,Phoenix,"(35, 45]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
1109,Male,43,63,55.0,Philadelphia,"(35, 45]","(54, 75]","(51, 68]",Target,Middle-Aged Adults
1110,Male,44,63,42.0,San Antonio,"(35, 45]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
1111,Male,45,63,49.0,San Diego,"(35, 45]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
1112,Female,46,63,56.0,Washington,"(45, 55]","(54, 75]","(51, 68]",Target,Middle-Aged Adults
1113,Female,47,64,47.0,Los Angeles,"(45, 55]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
1114,Male,48,64,54.0,Chicago,"(45, 55]","(54, 75]","(51, 68]",Target,Middle-Aged Adults
1115,Female,49,65,53.0,Houston,"(45, 55]","(54, 75]","(51, 68]",Target,Middle-Aged Adults
1116,Female,50,65,48.0,Phoenix,"(45, 55]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
1117,Female,20,65,52.0,Philadelphia,"(15, 25]","(54, 75]","(51, 68]",Target,Young Adults
1118,Female,21,65,42.0,San Antonio,"(15, 25]","(54, 75]","(34, 51]",Careful,Young Adults
1119,Female,22,67,51.0,San Diego,"(15, 25]","(54, 75]","(34, 51]",Target,Young Adults
1120,Female,23,67,55.0,Washington,"(15, 25]","(54, 75]","(51, 68]",Target,Young Adults
1121,Male,24,67,41.0,New York,"(15, 25]","(54, 75]","(34, 51]",Careful,Young Adults
1122,Female,25,67,44.0,Seattle,"(15, 25]","(54, 75]","(34, 51]",Careful,Young Adults
1123,Female,26,69,57.0,Los Angeles,"(25, 35]","(54, 75]","(51, 68]",Target,Young Adults
1124,Male,27,69,46.0,Chicago,"(25, 35]","(54, 75]","(34, 51]",Careful,Young Adults
1125,Female,28,70,58.0,Houston,"(25, 35]","(54, 75]","(51, 68]",Target,Young Adults
1126,Female,29,70,55.0,Phoenix,"(25, 35]","(54, 75]","(51, 68]",Target,Young Adults
1127,Male,30,71,60.0,Philadelphia,"(25, 35]","(54, 75]","(51, 68]",Target,Young Adults
1128,Male,31,71,46.0,San Antonio,"(25, 35]","(54, 75]","(34, 51]",Careful,Young Adults
1129,Male,32,71,55.0,San Diego,"(25, 35]","(54, 75]","(51, 68]",Target,Young Adults
1130,Male,33,71,41.0,New York,"(25, 35]","(54, 75]","(34, 51]",Careful,Young Adults
1131,Male,34,71,49.0,Seattle,"(25, 35]","(54, 75]","(34, 51]",Careful,Young Adults
1132,Male,35,71,40.0,Los Angeles,"(25, 35]","(54, 75]","(34, 51]",Careful,Young Adults
1133,Female,36,72,42.0,Chicago,"(35, 45]","(54, 75]","(34, 51]",Careful,Young Adults
1134,Female,37,72,52.0,Houston,"(35, 45]","(54, 75]","(51, 68]",Target,Young Adults
1135,Male,38,73,47.0,Phoenix,"(35, 45]","(54, 75]","(34, 51]",Careful,Young Adults
1136,Female,39,73,50.0,Philadelphia,"(35, 45]","(54, 75]","(34, 51]",Target,Young Adults
1137,Female,40,73,42.0,San Antonio,"(35, 45]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
1138,Male,41,73,49.0,San Diego,"(35, 45]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
1139,Male,42,74,41.0,Washington,"(35, 45]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
1140,Female,43,74,48.0,Los Angeles,"(35, 45]","(54, 75]","(34, 51]",Careful,Middle-Aged Adults
1141,Female,44,75,59.0,Chicago,"(35, 45]","(54, 75]","(51, 68]",Target,Middle-Aged Adults
1142,Male,45,75,55.0,Houston,"(35, 45]","(54, 75]","(51, 68]",Target,Middle-Aged Adults
1143,Female,46,76,56.0,Phoenix,"(45, 55]","(75, 96]","(51, 68]",Target,Middle-Aged Adults
1144,Female,47,76,42.0,Philadelphia,"(45, 55]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
1145,Male,48,77,50.0,San Antonio,"(45, 55]","(75, 96]","(34, 51]",Target,Middle-Aged Adults
1146,Male,49,77,46.0,San Diego,"(45, 55]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
1147,Male,50,77,43.0,Washington,"(45, 55]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
1148,Female,51,77,48.0,Los Angeles,"(45, 55]","(75, 96]","(34, 51]",Careful,Middle-Aged Adults
1149,Female,20,78,52.0,Chicago,"(15, 25]","(75, 96]","(51, 68]",Target,Young Adults
1150,Male,21,78,54.0,Houston,"(15, 25]","(75, 96]","(51, 68]",Target,Young Adults
1151,Male,22,78,42.0,Phoenix,"(15, 25]","(75, 96]","(34, 51]",Careful,Young Adults
1152,Male,23,78,46.0,Philadelphia,"(15, 25]","(75, 96]","(34, 51]",Careful,Young Adults
1153,Female,24,78,48.0,San Antonio,"(15, 25]","(75, 96]","(34, 51]",Careful,Young Adults
1154,Female,25,78,50.0,San Diego,"(15, 25]","(75, 96]","(34, 51]",Target,Young Adults
1155,Female,26,78,43.0,Washington,"(25, 35]","(75, 96]","(34, 51]",Careful,Young Adults
1156,Female,27,78,59.0,New York,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
1157,Male,28,78,43.0,Seattle,"(25, 35]","(75, 96]","(34, 51]",Careful,Young Adults
1158,Female,29,78,57.0,Los Angeles,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
1159,Male,30,78,56.0,Chicago,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
1160,Female,31,78,40.0,Houston,"(25, 35]","(75, 96]","(34, 51]",Careful,Young Adults
1161,Female,32,79,58.0,Phoenix,"(25, 35]","(75, 96]","(51, 68]",Target,Young Adults
1162,Female,33,79,91.0,Philadelphia,"(25, 35]","(75, 96]","(85, 102]",Centroid,Young Adults
1163,Male,34,81,29.0,San Antonio,"(25, 35]","(75, 96]","(17, 34]",General,Young Adults
1164,Female,35,81,77.0,San Diego,"(25, 35]","(75, 96]","(68, 85]",Spendthrift,Young Adults
1165,Male,36,85,35.0,New York,"(35, 45]","(75, 96]","(34, 51]",Careful,Young Adults
1166,Female,37,85,95.0,Seattle,"(35, 45]","(75, 96]","(85, 102]",Centroid,Young Adults
1167,Male,38,86,11.0,Los Angeles,"(35, 45]","(75, 96]","(0, 17]",Miser,Young Adults
1168,Female,39,86,75.0,Chicago,"(35, 45]","(75, 96]","(68, 85]",Spendthrift,Young Adults
1169,Female,40,87,9.0,Houston,"(35, 45]","(75, 96]","(0, 17]",Miser,Middle-Aged Adults
1170,Male,41,87,75.0,Phoenix,"(35, 45]","(75, 96]","(68, 85]",Spendthrift,Middle-Aged Adults
1171,Male,42,87,34.0,Philadelphia,"(35, 45]","(75, 96]","(17, 34]",General,Middle-Aged Adults
1172,Male,43,87,71.0,San Antonio,"(35, 45]","(75, 96]","(68, 85]",Spendthrift,Middle-Aged Adults
1173,Male,44,87,5.0,San Diego,"(35, 45]","(75, 96]","(0, 17]",Miser,Middle-Aged Adults
1174,Male,45,87,88.0,Washington,"(35, 45]","(75, 96]","(85, 102]",Centroid,Middle-Aged Adults
1175,Female,46,88,7.0,Los Angeles,"(45, 55]","(75, 96]","(0, 17]",Miser,Middle-Aged Adults
1176,Female,47,88,73.0,Chicago,"(45, 55]","(75, 96]","(68, 85]",Spendthrift,Middle-Aged Adults
1177,Male,48,88,10.0,Houston,"(45, 55]","(75, 96]","(0, 17]",Miser,Middle-Aged Adults
1178,Male,49,88,72.0,Phoenix,"(45, 55]","(75, 96]","(68, 85]",Spendthrift,Middle-Aged Adults
1179,Male,50,93,5.0,Philadelphia,"(45, 55]","(75, 96]","(0, 17]",Miser,Middle-Aged Adults
1180,Male,51,93,93.0,San Antonio,"(45, 55]","(75, 96]","(85, 102]",Centroid,Middle-Aged Adults
